EvidenceID,MaterialID,GradeID,Domain,Topic,Finding,Exposure / conditions,Rating 1–5,RubricID,Evidence type,SourceID,Locator
Q00350,M031,Not applicable,Chemical exposure,Mineral oil and cyclic loading,Original study examines mineral-oil exposure coupled with low-cycle loading. The exposure and loading protocol must be matched; a generic oil-resistance label is insufficient.,Study-specific printed specimens; do not transfer a global chemical-resistance rating.,Not published,Not applicable,Published observation,P-CHEM,Mineral oil and cyclic loading
Q00351,M081,Not applicable,Chemical exposure,Mineral oil and cyclic loading,Original study examines mineral-oil exposure coupled with low-cycle loading. The exposure and loading protocol must be matched; a generic oil-resistance label is insufficient.,Study-specific printed specimens; do not transfer a global chemical-resistance rating.,Not published,Not applicable,Published observation,P-CHEM,Mineral oil and cyclic loading
Q00352,M001,Not applicable,Chemical exposure,Mineral oil and cyclic loading,Original study examines mineral-oil exposure coupled with low-cycle loading. The exposure and loading protocol must be matched; a generic oil-resistance label is insufficient.,Study-specific printed specimens; do not transfer a global chemical-resistance rating.,Not published,Not applicable,Published observation,P-CHEM,Mineral oil and cyclic loading
Q00353,M001,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 1/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,1,R-PRINT,Manufacturer statement,PR-pla,Printability rubric
Q00354,M020,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 2/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,2,R-PRINT,Manufacturer statement,PR-petg,Printability rubric
Q00355,M027,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 4/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,4,R-PRINT,Manufacturer statement,PR-abs,Printability rubric
Q00356,M031,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 4/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,4,R-PRINT,Manufacturer statement,PR-asa,Printability rubric
Q00357,M035,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 4/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,4,R-PRINT,Manufacturer statement,PR-polycarbonate-pc,Printability rubric
Q00358,M039,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 4/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,4,R-PRINT,Manufacturer statement,PR-flexible-materials,Printability rubric
Q00359,M047,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 4/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,4,R-PRINT,Manufacturer statement,PR-polyamide-nylon,Printability rubric
Q00360,M082,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 5/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,5,R-PRINT,Manufacturer statement,PR-polypropylene-pp,Printability rubric
Q00361,M075,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 4/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,4,R-PRINT,Manufacturer statement,PR-water-soluble-bvoh-pva,Printability rubric
Q00362,M076,Not applicable,Print quality,Printability rubric,"Researcher classification from published processing cautions: 4/5. Higher means more process control, not lower material quality.",Family-level rubric R-PRINT; no direct H2C test.,4,R-PRINT,Manufacturer statement,PR-water-soluble-bvoh-pva,Printability rubric
Q00363,M077,G077-01,Application,Intended role,Support interface for Bambu Lab PLA filaments; not a stand-alone model material,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Intended role
Q00364,M077,G077-01,Chemical exposure,Chemical stability,Stable under normal storage and handling conditions,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Chemical stability
Q00365,M077,G077-01,Chemical exposure,Water solubility,Insoluble in water,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Water solubility
Q00366,M077,G077-01,Chemical exposure,Acid resistance,Not resistant,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Acid resistance
Q00367,M077,G077-01,Chemical exposure,Alkali resistance,Not resistant,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Alkali resistance
Q00368,M077,G077-01,Chemical exposure,Organic-solvent resistance,Not resistant to some organic solvents,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Organic-solvent resistance
Q00369,M077,G077-01,Chemical exposure,Oil and grease resistance,Resistant to most kinds of oil and grease,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Oil and grease resistance
Q00370,M077,G077-01,Chemical exposure,Flammability,Flammable,Manufacturer TDS statement; no concentration/time/temperature design limit,Not published,Not applicable,Manufacturer statement,R-BAMBU-SUPPORT-PLA-NEW-TDS,pp. 1-3: Flammability
Q00371,M038,G038-02,Application,Published applications,"Automotive/transportation, functional prototyping and electronics",Manufacturer TDS/product statement; validate for the final part,Not published,Not applicable,Manufacturer statement,R-BASF-PCGF30-TDS,pp. 1-3: Published applications
Q00372,M038,G038-02,Environmental,UV resistance,UV-light resilience is a manufacturer claim,Manufacturer TDS/product statement; validate for the final part,Not published,Not applicable,Manufacturer statement,R-BASF-PCGF30-TDS,pp. 1-3: UV resistance
Q00373,M038,G038-02,Safety,Processing ventilation,Use a well-ventilated room or professional extraction,Manufacturer TDS/product statement; validate for the final part,Not published,Not applicable,Manufacturer statement,R-BASF-PCGF30-TDS,pp. 1-3: Processing ventilation
Q00374,M038,G038-02,Durability,Abrasive wear,Glass reinforcement may shorten brass nozzle and drive-wheel life,Manufacturer TDS/product statement; validate for the final part,Not published,Not applicable,Manufacturer statement,R-BASF-PCGF30-TDS,pp. 1-3: Abrasive wear
Q00375,M045,G045-03,Application,Published applications,Sports equipment and impact-absorbing parts,Manufacturer/portfolio statement; not an H2C validation,Not published,Not applicable,Manufacturer statement,R-KIMYA-PEBA-S-TDS,Published applications
Q00376,M045,G045-03,Mechanical,Elasticity,High elongation and energy-return claims; use measured rows for values,Manufacturer/portfolio statement; not an H2C validation,Not published,Not applicable,Manufacturer statement,R-KIMYA-PEBA-S-TDS,Elasticity
Q00377,M045,G045-03,Print quality,Layer adhesion,Good layer adhesion is a manufacturer portfolio claim,Manufacturer/portfolio statement; not an H2C validation,Not published,Not applicable,Manufacturer statement,R-KIMYA-PEBA-S-TDS,Layer adhesion
Q00378,M073,G073-02,Application,Published applications,"Tooling, chemical/solvent-resistant uses, and high-temperature applications",Manufacturer TDS statement; validate actual exposure and printed part,Not published,Not applicable,Manufacturer statement,R-ESSENTIUM-PPSCF-TDS,pp. 1-2: Published applications
Q00379,M073,G073-02,Chemical exposure,Chemical and solvent resistance,Excellent resistance is a qualitative manufacturer claim; no exposure matrix supplied,Manufacturer TDS statement; validate actual exposure and printed part,Not published,Not applicable,Manufacturer statement,R-ESSENTIUM-PPSCF-TDS,pp. 1-2: Chemical and solvent resistance
Q00380,M073,G073-02,Environmental,Moisture handling,Slightly hygroscopic; keep vacuum sealed and dry if >200 ppm,Manufacturer TDS statement; validate actual exposure and printed part,Not published,Not applicable,Manufacturer statement,R-ESSENTIUM-PPSCF-TDS,pp. 1-2: Moisture handling
Q00381,M006,G006-01,Support / solubility,Solubility,Insoluble in water,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-tough-upgrade-TDS,Solubility
Q00382,M006,G006-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-tough-upgrade-TDS,Resistance to Acid
Q00383,M006,G006-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-tough-upgrade-TDS,Resistance to Alkali
Q00384,M006,G006-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-tough-upgrade-TDS,Resistance to Organic Solvent
Q00385,M006,G006-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-tough-upgrade-TDS,Resistance to Oil and Grease
Q00386,M007,G007-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-translucent-TDS,Solubility
Q00387,M007,G007-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-translucent-TDS,Resistance to Acid
Q00388,M007,G007-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-translucent-TDS,Resistance to Alkali
Q00389,M007,G007-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-translucent-TDS,Resistance to Organic Solvent
Q00390,M007,G007-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-translucent-TDS,Resistance to Oil and Grease
Q00391,M009,G009-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-upgrade-TDS,Solubility
Q00392,M009,G009-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-upgrade-TDS,Resistance to Acid
Q00393,M009,G009-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-upgrade-TDS,Resistance to Alkali
Q00394,M009,G009-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-upgrade-TDS,Resistance to Organic Solvent
Q00395,M009,G009-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-upgrade-TDS,Resistance to Oil and Grease
Q00396,M010,G010-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-dual-color-TDS,Solubility
Q00397,M010,G010-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-dual-color-TDS,Resistance to Acid
Q00398,M010,G010-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-dual-color-TDS,Resistance to Alkali
Q00399,M010,G010-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-dual-color-TDS,Resistance to Organic Solvent
Q00400,M010,G010-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-silk-dual-color-TDS,Resistance to Oil and Grease
Q00401,M013,G013-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-sparkle-TDS,Resistance to Acid
Q00402,M013,G013-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-sparkle-TDS,Resistance to Alkali
Q00403,M013,G013-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-sparkle-TDS,Resistance to Organic Solvent
Q00404,M013,G013-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-sparkle-TDS,Resistance to Oil and Grease
Q00405,M013,G013-01,Flammability,Flammability,Flammable and self-extinguishing in the air,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-sparkle-TDS,Flammability
Q00406,M015,G015-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-galaxy-TDS,Solubility
Q00407,M015,G015-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-galaxy-TDS,Resistance to Acid
Q00408,M015,G015-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-galaxy-TDS,Resistance to Alkali
Q00409,M015,G015-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-galaxy-TDS,Resistance to Organic Solvent
Q00410,M015,G015-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-galaxy-TDS,Resistance to Oil and Grease
Q00411,M017,G017-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-aero-TDS,Solubility
Q00412,M017,G017-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-aero-TDS,Resistance to Acid
Q00413,M017,G017-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-aero-TDS,Resistance to Alkali
Q00414,M017,G017-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-aero-TDS,Resistance to Organic Solvent
Q00415,M017,G017-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pla-aero-TDS,Resistance to Oil and Grease
Q00416,M022,G022-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-petg-hf-TDS,Solubility
Q00417,M022,G022-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-petg-hf-TDS,Resistance to Acid
Q00418,M022,G022-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-petg-hf-TDS,Resistance to Alkali
Q00419,M022,G022-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-petg-hf-TDS,Resistance to Organic Solvent
Q00420,M022,G022-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-petg-hf-TDS,Resistance to Oil and Grease
Q00421,M028,G028-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-abs-gf-TDS,Solubility
Q00422,M028,G028-01,Chemical exposure,Resistance to Acid,Resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-abs-gf-TDS,Resistance to Acid
Q00423,M028,G028-01,Chemical exposure,Resistance to Alkali,Resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-abs-gf-TDS,Resistance to Alkali
Q00424,M028,G028-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-abs-gf-TDS,Resistance to Organic Solvent
Q00425,M028,G028-01,Chemical exposure,Resistance to Oil and Grease,Not resistant to some kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-abs-gf-TDS,Resistance to Oil and Grease
Q00426,M036,G036-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pc-fr-TDS,Solubility
Q00427,M036,G036-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pc-fr-TDS,Resistance to Acid
Q00428,M036,G036-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pc-fr-TDS,Resistance to Alkali
Q00429,M036,G036-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pc-fr-TDS,Resistance to Organic Solvent
Q00430,M036,G036-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pc-fr-TDS,Resistance to Oil and Grease
Q00431,M036,G036-01,Flammability,Flammability,Flame retardant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pc-fr-TDS,Flammability
Q00432,M040,G040-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-tpu-for-ams-TDS,Solubility
Q00433,M040,G040-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-tpu-for-ams-TDS,Resistance to Acid
Q00434,M040,G040-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-tpu-for-ams-TDS,Resistance to Alkali
Q00435,M040,G040-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-tpu-for-ams-TDS,Resistance to Organic Solvent
Q00436,M040,G040-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-tpu-for-ams-TDS,Resistance to Oil and Grease
Q00437,M042,G042-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-4,Solubility
Q00438,M042,G042-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-4,Resistance to Acid
Q00439,M042,G042-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-4,Resistance to Alkali
Q00440,M042,G042-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-4,Resistance to Organic Solvent
Q00441,M042,G042-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-4,Resistance to Oil and Grease
Q00442,M043,G043-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-5,Solubility
Q00443,M043,G043-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-5,Resistance to Acid
Q00444,M043,G043-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-5,Resistance to Alkali
Q00445,M043,G043-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-5,Resistance to Organic Solvent
Q00446,M043,G043-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-TPU-SOFT-TDS-5,Resistance to Oil and Grease
Q00447,M051,G051-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pa6-gf-TDS,Solubility
Q00448,M051,G051-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pa6-gf-TDS,Resistance to Acid
Q00449,M051,G051-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pa6-gf-TDS,Resistance to Alkali
Q00450,M051,G051-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pa6-gf-TDS,Resistance to Organic Solvent
Q00451,M051,G051-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pa6-gf-TDS,Resistance to Oil and Grease
Q00452,M067,G067-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pet-cf-TDS,Solubility
Q00453,M067,G067-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pet-cf-TDS,Resistance to Acid
Q00454,M067,G067-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pet-cf-TDS,Resistance to Alkali
Q00455,M067,G067-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pet-cf-TDS,Resistance to Organic Solvent
Q00456,M067,G067-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pet-cf-TDS,Resistance to Oil and Grease
Q00457,M073,G073-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pps-cf-TDS,Solubility
Q00458,M073,G073-01,Chemical exposure,Resistance to Acid,Resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pps-cf-TDS,Resistance to Acid
Q00459,M073,G073-01,Chemical exposure,Resistance to Alkali,Resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pps-cf-TDS,Resistance to Alkali
Q00460,M073,G073-01,Chemical exposure,Resistance to Organic Solvent,Resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pps-cf-TDS,Resistance to Organic Solvent
Q00461,M073,G073-01,Chemical exposure,Resistance to Oil and Grease,Resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pps-cf-TDS,Resistance to Oil and Grease
Q00462,M073,G073-01,Flammability,Flammability,Self-extinguishing when away from fire; flame-retardant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pps-cf-TDS,Flammability
Q00463,M075,G075-01,Support / solubility,Solubility,Soluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pva-TDS,Solubility
Q00464,M075,G075-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pva-TDS,Resistance to Acid
Q00465,M075,G075-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pva-TDS,Resistance to Alkali
