sheet,row,record,column,class,workbook,displayed,now,note
Properties,1324,V001321,Standard / load,text cleanup (m07),ISO 179，GB/T 1043,ISO 179，GB/T 1043,"ISO 179, GB/T 1043",
Properties,1325,V001322,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1326,V001323,Standard / load,text cleanup (m07),tion Rate 25 °C，55% RH，room air,tion Rate 25 °C，55% RH，room air,"tion Rate 25 °C, 55% RH, room air",
Properties,1326,V001323,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1327,V001324,Standard / load,text cleanup (m07),DSC，10 °C/min,DSC，10 °C/min,"DSC, 10 °C/min",
Properties,1327,V001324,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1328,V001325,Standard / load,text cleanup (m07),ISO 306，GB/T 1633,ISO 306，GB/T 1633,"ISO 306, GB/T 1633",
Properties,1328,V001325,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1329,V001326,Standard / load,text cleanup (m07),ISO 75，0.45 MPa,ISO 75，0.45 MPa,"ISO 75, 0.45 MPa",
Properties,1329,V001326,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1330,V001327,Standard / load,text cleanup (m07),ISO 527，GB/T 1040,ISO 527，GB/T 1040,"ISO 527, GB/T 1040",
Properties,1330,V001327,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1331,V001328,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1332,V001329,Standard / load,text cleanup (m07),ISO 527，GB/T 1040,ISO 527，GB/T 1040,"ISO 527, GB/T 1040",
Properties,1332,V001329,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1333,V001330,Standard / load,text cleanup (m07),ISO 527，GB/T 1040,ISO 527，GB/T 1040,"ISO 527, GB/T 1040",
Properties,1333,V001330,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1334,V001331,Standard / load,text cleanup (m07),ISO 527，GB/T 1040,ISO 527，GB/T 1040,"ISO 527, GB/T 1040",
Properties,1334,V001331,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1335,V001332,Standard / load,text cleanup (m07),ISO 527，GB/T 1040,ISO 527，GB/T 1040,"ISO 527, GB/T 1040",
Properties,1335,V001332,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1336,V001333,Standard / load,text cleanup (m07),ISO 178，GB/T 9341,ISO 178，GB/T 9341,"ISO 178, GB/T 9341",
Properties,1336,V001333,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1337,V001334,Standard / load,text cleanup (m07),ISO 178，GB/T 9341,ISO 178，GB/T 9341,"ISO 178, GB/T 9341",
Properties,1337,V001334,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1338,V001335,Standard / load,text cleanup (m07),ISO 178，GB/T 9341,ISO 178，GB/T 9341,"ISO 178, GB/T 9341",
Properties,1338,V001335,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1339,V001336,Standard / load,text cleanup (m07),ISO 178，GB/T 9341,ISO 178，GB/T 9341,"ISO 178, GB/T 9341",
Properties,1339,V001336,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1340,V001337,Standard / load,text cleanup (m07),ISO 179，GB/T 1043,ISO 179，GB/T 1043,"ISO 179, GB/T 1043",
Properties,1340,V001337,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1341,V001338,Standard / load,text cleanup (m07),ISO 179，GB/T 1043,ISO 179，GB/T 1043,"ISO 179, GB/T 1043",
Properties,1341,V001338,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃，≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PA Compatible Printer Type Enclosed-frame (recommended), open-frame, AMS or CFS Not Compatible Compatible Nozzle",
Properties,1374,V001371,Raw value,text cleanup (m07),27.8 ± 2.3 kJ/m²；,27.8 ± 2.3 kJ/m²；,27.8 ± 2.3 kJ/m²;,
Properties,1377,V001374,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
Properties,1378,V001375,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
Properties,1379,V001376,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
Properties,1380,V001377,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
Properties,1381,V001378,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
Properties,1382,V001379,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
Properties,1383,V001380,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
Properties,1384,V001381,Specimen / print parameters,text cleanup (m07),"Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itselfor support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib","Printing Temperature and Humidity ≤ 120 ℃, ≤ 20% RH (Sealed with desiccant) Storage Temperature and Humidity ≤ 35 ℃, ≤ 20% RH (Sealed with desiccant) Compatible Support Material Itself or support filament for PPS Compatible Printer Type Enclosed-frame (60 to 120 °C chamber temperature is recommended) AMS or CFS Compatib",
